1.28,0.55,,,,,,,,,,,,,,,,,,,
1.288,0.58,,,,,,,,,,,,,,,,,,,
1.296,0.58,,,,,,,,,,,,,,,,,,,
1.304,0.59,,,,,,,,,,,,,,,,,,,
1.312,0.61,,,,,,,,,,,,,,,,,,,
1.32,0.58,,,,,,,,,,,,,,,,,,,
1.328,0.52,,,,,,,,,,,,,,,,,,,
1.336,0.50,,,,,,,,,,,,,,,,,,,
1.344,0.48,,,,,,,,,,,,,,,,,,,
1.352,0.44,,,,,,,,,,,,,,,,,,,
1.36,0.41,,,,,,,,,,,,,,,,,,,
1.368,0.39,,,,,,,,,,,,,,,,,,,
1.376,0.39,,,,,,,,,,,,,,,,,,,
1.384,0.37,,,,,,,,,,,,,,,,,,,
1.392,0.35,,,,,,,,,,,,,,,,,,,
1.4,0.36,,,,,,,,,,,,,,,,,,,
1.408,0.36,,,,,,,,,,,,,,,,,,,
1.416,0.34,,,,,,,,,,,,,,,,,,,
1.424,0.33,,,,,,,,,,,,,,,,,,,
1.432,0.33,,,,,,,,,,,,,,,,,,,
1.44,0.34,,,,,,,,,,,,,,,,,,,
1.448,0.33,,,,,,,,,,,,,,,,,,,
1.456,0.35,,,,,,,,,,,,,,,,,,,
1.464,0.36,,,,,,,,,,,,,,,,,,,
1.472,0.36,,,,,,,,,,,,,,,,,,,
1.48,0.35,,,,,,,,,,,,,,,,,,,
1.488,0.33,,,,,,,,,,,,,,,,,,,
1.496,0.32,,,,,,,,,,,,,,,,,,,
1.504,0.34,,,,,,,,,,,,,,,,,,,
1.512,0.33,,,,,,,,,,,,,,,,,,,
1.52,0.33,,,,,,,,,,,,,,,,,,,
1.528,0.34,,,,,,,,,,,,,,,,,,,
1.536,0.38,,,,,,,,,,,,,,,,,,,
1.544,0.38,,,,,,,,,,,,,,,,,,,
1.552,0.36,,,,,,,,,,,,,,,,,,,
1.56,0.36,,,,,,,,,,,,,,,,,,,
1.568,0.36,,,,,,,,,,,,,,,,,,,
1.576,0.35,,,,,,,,,,,,,,,,,,,
1.584,0.34,,,,,,,,,,,,,,,,,,,
1.592,0.36,,,,,,,,,,,,,,,,,,,
1.6,0.36,,,,,,,,,,,,,,,,,,,
1.608,0.33,,,,,,,,,,,,,,,,,,,
1.616,0.34,,,,,,,,,,,,,,,,,,,
1.624,0.36,,,,,,,,,,,,,,,,,,,
1.632,0.36,,,,,,,,,,,,,,,,,,,
1.64,0.35,,,,,,,,,,,,,,,,,,,
1.648,0.34,,,,,,,,,,,,,,,,,,,
1.656,0.36,,,,,,,,,,,,,,,,,,,
1.664,0.36,,,,,,,,,,,,,,,,,,,
1.672,0.33,,,,,,,,,,,,,,,,,,,
1.68,0.33,,,,,,,,,,,,,,,,,,,
1.688,0.34,,,,,,,,,,,,,,,,,,,
1.696,0.36,,,,,,,,,,,,,,,,,,,
1.704,0.37,,,,,,,,,,,,,,,,,,,
1.712,0.39,,,,,,,,,,,,,,,,,,,
1.72,0.49,,,,,,,,,,,,,,,,,,,
1.728,0.77,,,,,,,,,,,,,,,,,,,
1.736,1.00,,,,,,,,,,,,,,,,,,,
1.744,0.70,,,,,,,,,,,,,,,,,,,
1.752,0.11,,,,,,,,,,,,,,,,,,,
1.76,0.02,,,,,,,,,,,,,,,,,,,
1.768,0.12,,,,,,,,,,,,,,,,,,,
1.776,0.14,,,,,,,,,,,,,,,,,,,
1.784,0.14,,,,,,,,,,,,,,,,,,,
1.792,0.22,,,,,,,,,,,,,,,,,,,
1.8,0.24,,,,,,,,,,,,,,,,,,,
1.808,0.21,,,,,,,,,,,,,,,,,,,
1.816,0.24,,,,,,,,,,,,,,,,,,,
1.824,0.32,,,,,,,,,,,,,,,,,,,
1.832,0.36,,,,,,,,,,,,,,,,,,,
1.84,0.34,,,,,,,,,,,,,,,,,,,
1.848,0.34,,,,,,,,,,,,,,,,,,,
1.856,0.37,,,,,,,,,,,,,,,,,,,
1.864,0.35,,,,,,,,,,,,,,,,,,,
1.872,0.35,,,,,,,,,,,,,,,,,,,
1.88,0.38,,,,,,,,,,,,,,,,,,,
1.888,0.38,,,,,,,,,,,,,,,,,,,
1.896,0.38,,,,,,,,,,,,,,,,,,,
1.904,0.36,,,,,,,,,,,,,,,,,,,
1.912,0.38,,,,,,,,,,,,,,,,,,,
1.92,0.41,,,,,,,,,,,,,,,,,,,
1.928,0.42,,,,,,,,,,,,,,,,,,,
1.936,0.44,,,,,,,,,,,,,,,,,,,
1.944,0.47,,,,,,,,,,,,,,,,,,,
1.952,0.48,,,,,,,,,,,,,,,,,,,
1.96,0.50,,,,,,,,,,,,,,,,,,,
1.968,0.52,,,,,,,,,,,,,,,,,,,
1.976,0.57,,,,,,,,,,,,,,,,,,,
1.984,0.58,,,,,,,,,,,,,,,,,,,
1.992,0.59,,,,,,,,,,,,,,,,,,,
2,0.61,,,,,,,,,,,,,,,,,,,
2.008,0.62,,,,,,,,,,,,,,,,,,,
2.016,0.62,,,,,,,,,,,,,,,,,,,
2.024,0.60,,,,,,,,,,,,,,,,,,,
2.032,0.55,,,,,,,,,,,,,,,,,,,
2.04,0.53,,,,,,,,,,,,,,,,,,,
2.048,0.49,,,,,,,,,,,,,,,,,,,
2.056,0.43,,,,,,,,,,,,,,,,,,,
2.064,0.41,,,,,,,,,,,,,,,,,,,
2.072,0.41,,,,,,,,,,,,,,,,,,,
2.08,0.38,,,,,,,,,,,,,,,,,,,
2.088,0.37,,,,,,,,,,,,,,,,,,,
2.096,0.36,,,,,,,,,,,,,,,,,,,
2.104,0.36,,,,,,,,,,,,,,,,,,,
2.112,0.36,,,,,,,,,,,,,,,,,,,
2.12,0.91,,,,,,,,,,,,,,,,,,,
2.128,0.82,,,,,,,,,,,,,,,,,,,
2.136,0.46,,,,,,,,,,,,,,,,,,,
2.144,0.26,,,,,,,,,,,,,,,,,,,
2.152,0.13,,,,,,,,,,,,,,,,,,,
2.16,0.09,,,,,,,,,,,,,,,,,,,
2.168,0.06,,,,,,,,,,,,,,,,,,,
2.176,0.03,,,,,,,,,,,,,,,,,,,
2.184,0.01,,,,,,,,,,,,,,,,,,,
2.192,0.00,,,,,,,,,,,,,,,,,,,
2.2,0.03,,,,,,,,,,,,,,,,,,,
2.208,0.02,,,,,,,,,,,,,,,,,,,
2.216,0.02,,,,,,,,,,,,,,,,,,,
2.224,0.03,,,,,,,,,,,,,,,,,,,
2.232,0.05,,,,,,,,,,,,,,,,,,,
2.24,0.05,,,,,,,,,,,,,,,,,,,
2.248,0.07,,,,,,,,,,,,,,,,,,,
2.256,0.05,,,,,,,,,,,,,,,,,,,
2.264,0.05,,,,,,,,,,,,,,,,,,,
2.272,0.10,,,,,,,,,,,,,,,,,,,
2.28,0.10,,,,,,,,,,,,,,,,,,,
2.288,0.17,,,,,,,,,,,,,,,,,,,
2.296,0.17,,,,,,,,,,,,,,,,,,,
2.304,0.13,,,,,,,,,,,,,,,,,,,
2.312,0.12,,,,,,,,,,,,,,,,,,,
2.32,0.16,,,,,,,,,,,,,,,,,,,
2.328,0.17,,,,,,,,,,,,,,,,,,,
2.336,0.19,,,,,,,,,,,,,,,,,,,
2.344,0.20,,,,,,,,,,,,,,,,,,,
2.352,0.21,,,,,,,,,,,,,,,,,,,
2.36,0.23,,,,,,,,,,,,,,,,,,,
2.368,0.25,,,,,,,,,,,,,,,,,,,
2.376,0.23,,,,,,,,,,,,,,,,,,,
2.384,0.22,,,,,,,,,,,,,,,,,,,
2.392,0.18,,,,,,,,,,,,,,,,,,,
2.4,0.16,,,,,,,,,,,,,,,,,,,
2.408,0.13,,,,,,,,,,,,,,,,,,,
2.416,0.11,,,,,,,,,,,,,,,,,,,
2.424,0.10,,,,,,,,,,,,,,,,,,,
2.432,0.07,,,,,,,,,,,,,,,,,,,
2.44,0.08,,,,,,,,,,,,,,,,,,,
2.448,0.05,,,,,,,,,,,,,,,,,,,
2.456,0.06,,,,,,,,,,,,,,,,,,,
2.464,0.05,,,,,,,,,,,,,,,,,,,
2.472,0.06,,,,,,,,,,,,,,,,,,,
2.48,0.07,,,,,,,,,,,,,,,,,,,
2.488,0.09,,,,,,,,,,,,,,,,,,,
2.496,0.09,,,,,,,,,,,,,,,,,,,
2.504,0.04,,,,,,,,,,,,,,,,,,,
2.512,0.04,,,,,,,,,,,,,,,,,,,
2.52,0.04,,,,,,,,,,,,,,,,,,,
2.528,0.04,,,,,,,,,,,,,,,,,,,
2.536,0.02,,,,,,,,,,,,,,,,,,,
2.544,0.03,,,,,,,,,,,,,,,,,,,
2.552,0.03,,,,,,,,,,,,,,,,,,,
2.56,0.04,,,,,,,,,,,,,,,,,,,
2.568,0.04,,,,,,,,,,,,,,,,,,,
2.576,0.03,,,,,,,,,,,,,,,,,,,
2.584,0.02,,,,,,,,,,,,,,,,,,,
2.592,0.04,,,,,,,,,,,,,,,,,,,
2.6,0.06,,,,,,,,,,,,,,,,,,,
2.608,0.04,,,,,,,,,,,,,,,,,,,
2.616,0.05,,,,,,,,,,,,,,,,,,,
2.624,0.02,,,,,,,,,,,,,,,,,,,
2.632,0.03,,,,,,,,,,,,,,,,,,,
2.64,0.02,,,,,,,,,,,,,,,,,,,
2.648,0.04,,,,,,,,,,,,,,,,,,,
2.656,0.04,,,,,,,,,,,,,,,,,,,
2.664,0.04,,,,,,,,,,,,,,,,,,,
2.672,0.05,,,,,,,,,,,,,,,,,,,
2.68,0.03,,,,,,,,,,,,,,,,,,,
2.688,0.06,,,,,,,,,,,,,,,,,,,
2.696,0.05,,,,,,,,,,,,,,,,,,,
2.704,0.05,,,,,,,,,,,,,,,,,,,
2.712,0.05,,,,,,,,,,,,,,,,,,,
2.72,0.09,,,,,,,,,,,,,,,,,,,
2.728,0.08,,,,,,,,,,,,,,,,,,,
2.736,0.07,,,,,,,,,,,,,,,,,,,
2.744,0.07,,,,,,,,,,,,,,,,,,,
2.752,0.09,,,,,,,,,,,,,,,,,,,
2.76,0.09,,,,,,,,,,,,,,,,,,,
2.768,0.10,,,,,,,,,,,,,,,,,,,
2.776,0.11,,,,,,,,,,,,,,,,,,,
2.784,0.11,,,,,,,,,,,,,,,,,,,
2.792,0.12,,,,,,,,,,,,,,,,,,,
2.8,0.12,,,,,,,,,,,,,,,,,,,
2.808,0.13,,,,,,,,,,,,,,,,,,,
2.816,0.14,,,,,,,,,,,,,,,,,,,
2.824,0.13,,,,,,,,,,,,,,,,,,,
2.832,0.13,,,,,,,,,,,,,,,,,,,
2.84,0.14,,,,,,,,,,,,,,,,,,,
2.848,0.15,,,,,,,,,,,,,,,,,,,
2.856,0.14,,,,,,,,,,,,,,,,,,,
2.864,0.14,,,,,,,,,,,,,,,,,,,
2.872,0.12,,,,,,,,,,,,,,,,,,,
2.88,0.12,,,,,,,,,,,,,,,,,,,
2.888,0.15,,,,,,,,,,,,,,,,,,,
2.896,0.14,,,,,,,,,,,,,,,,,,,
2.904,0.13,,,,,,,,,,,,,,,,,,,
2.912,0.14,,,,,,,,,,,,,,,,,,,
2.92,0.15,,,,,,,,,,,,,,,,,,,
2.928,0.10,,,,,,,,,,,,,,,,,,,
2.936,0.12,,,,,,,,,,,,,,,,,,,
2.944,0.11,,,,,,,,,,,,,,,,,,,
2.952,0.12,,,,,,,,,,,,,,,,,,,
2.96,0.11,,,,,,,,,,,,,,,,,,,
2.968,0.14,,,,,,,,,,,,,,,,,,,
2.976,0.12,,,,,,,,,,,,,,,,,,,
2.984,0.12,,,,,,,,,,,,,,,,,,,
2.992,0.11,,,,,,,,,,,,,,,,,,,
3,0.11,,,,,,,,,,,,,,,,,,,
3.008,0.11,,,,,,,,,,,,,,,,,,,
3.016,0.13,,,,,,,,,,,,,,,,,,,
3.024,0.13,,,,,,,,,,,,,,,,,,,
3.032,0.13,,,,,,,,,,,,,,,,,,,
3.04,0.12,,,,,,,,,,,,,,,,,,,
3.048,0.13,,,,,,,,,,,,,,,,,,,
3.056,0.12,,,,,,,,,,,,,,,,,,,
3.064,0.13,,,,,,,,,,,,,,,,,,,
3.072,0.14,,,,,,,,,,,,,,,,,,,
3.08,0.13,,,,,,,,,,,,,,,,,,,
3.088,0.14,,,,,,,,,,,,,,,,,,,
3.096,0.13,,,,,,,,,,,,,,,,,,,
3.104,0.14,,,,,,,,,,,,,,,,,,,
3.112,0.12,,,,,,,,,,,,,,,,,,,
3.12,0.11,,,,,,,,,,,,,,,,,,,
3.128,0.11,,,,,,,,,,,,,,,,,,,
3.136,0.12,,,,,,,,,,,,,,,,,,,
3.144,0.12,,,,,,,,,,,,,,,,,,,
3.152,0.14,,,,,,,,,,,,,,,,,,,
3.16,0.16,,,,,,,,,,,,,,,,,,,
3.168,0.16,,,,,,,,,,,,,,,,,,,
3.176,0.16,,,,,,,,,,,,,,,,,,,
3.184,0.17,,,,,,,,,,,,,,,,,,,
3.192,0.17,,,,,,,,,,,,,,,,,,,
3.2,0.16,,,,,,,,,,,,,,,,,,,
3.208,0.15,,,,,,,,,,,,,,,,,,,
3.216,0.14,,,,,,,,,,,,,,,,,,,
3.224,0.14,,,,,,,,,,,,,,,,,,,
3.232,0.13,,,,,,,,,,,,,,,,,,,
3.24,0.10,,,,,,,,,,,,,,,,,,,
3.248,0.11,,,,,,,,,,,,,,,,,,,
3.256,0.12,,,,,,,,,,,,,,,,,,,
3.264,0.13,,,,,,,,,,,,,,,,,,,
3.272,0.14,,,,,,,,,,,,,,,,,,,
3.28,0.08,,,,,,,,,,,,,,,,,,,
3.288,0.09,,,,,,,,,,,,,,,,,,,
3.296,0.11,,,,,,,,,,,,,,,,,,,
3.304,0.11,,,,,,,,,,,,,,,,,,,
3.312,0.08,,,,,,,,,,,,,,,,,,,
3.32,0.16,,,,,,,,,,,,,,,,,,,
3.328,0.22,,,,,,,,,,,,,,,,,,,
3.336,0.36,,,,,,,,,,,,,,,,,,,
3.344,0.57,,,,,,,,,,,,,,,,,,,
3.352,0.80,,,,,,,,,,,,,,,,,,,
3.36,1.00,,,,,,,,,,,,,,,,,,,
3.368,0.95,,,,,,,,,,,,,,,,,,,
3.376,0.59,,,,,,,,,,,,,,,,,,,
3.384,0.27,,,,,,,,,,,,,,,,,,,
3.392,0.13,,,,,,,,,,,,,,,,,,,
3.4,0.12,,,,,,,,,,,,,,,,,,,
3.408,0.10,,,,,,,,,,,,,,,,,,,
3.416,0.11,,,,,,,,,,,,,,,,,,,
3.424,0.09,,,,,,,,,,,,,,,,,,,
3.432,0.12,,,,,,,,,,,,,,,,,,,
3.44,0.07,,,,,,,,,,,,,,,,,,,
3.448,0.08,,,,,,,,,,,,,,,,,,,
3.456,0.09,,,,,,,,,,,,,,,,,,,
3.464,0.08,,,,,,,,,,,,,,,,,,,
3.472,0.09,,,,,,,,,,,,,,,,,,,
3.48,0.10,,,,,,,,,,,,,,,,,,,
3.488,0.13,,,,,,,,,,,,,,,,,,,
3.496,0.14,,,,,,,,,,,,,,,,,,,
3.504,0.11,,,,,,,,,,,,,,,,,,,
3.512,0.13,,,,,,,,,,,,,,,,,,,
3.52,0.14,,,,,,,,,,,,,,,,,,,
3.528,0.13,,,,,,,,,,,,,,,,,,,
3.536,0.16,,,,,,,,,,,,,,,,,,,
3.544,0.16,,,,,,,,,,,,,,,,,,,
3.552,0.18,,,,,,,,,,,,,,,,,,,
3.56,1.00,,,,,,,,,,,,,,,,,,,
3.568,0.52,,,,,,,,,,,,,,,,,,,
3.576,0.25,,,,,,,,,,,,,,,,,,,
3.584,0.26,,,,,,,,,,,,,,,,,,,
3.592,0.22,,,,,,,,,,,,,,,,,,,
3.6,0.16,,,,,,,,,,,,,,,,,,,
3.608,0.14,,,,,,,,,,,,,,,,,,,
3.616,0.14,,,,,,,,,,,,,,,,,,,
3.624,0.16,,,,,,,,,,,,,,,,,,,
3.632,0.17,,,,,,,,,,,,,,,,,,,
3.64,0.13,,,,,,,,,,,,,,,,,,,
3.648,0.16,,,,,,,,,,,,,,,,,,,
3.656,0.15,,,,,,,,,,,,,,,,,,,
3.664,0.14,,,,,,,,,,,,,,,,,,,
3.672,0.14,,,,,,,,,,,,,,,,,,,
3.68,0.17,,,,,,,,,,,,,,,,,,,
3.688,0.16,,,,,,,,,,,,,,,,,,,
3.696,0.15,,,,,,,,,,,,,,,,,,,
3.704,0.13,,,,,,,,,,,,,,,,,,,
3.712,0.14,,,,,,,,,,,,,,,,,,,
3.72,0.13,,,,,,,,,,,,,,,,,,,
3.728,0.16,,,,,,,,,,,,,,,,,,,
3.736,0.14,,,,,,,,,,,,,,,,,,,
3.744,0.13,,,,,,,,,,,,,,,,,,,
3.752,0.12,,,,,,,,,,,,,,,,,,,
3.76,0.13,,,,,,,,,,,,,,,,,,,
3.768,0.07,,,,,,,,,,,,,,,,,,,
3.776,0.08,,,,,,,,,,,,,,,,,,,
3.784,0.06,,,,,,,,,,,,,,,,,,,
3.792,0.05,,,,,,,,,,,,,,,,,,,
3.8,0.02,,,,,,,,,,,,,,,,,,,
3.808,0.03,,,,,,,,,,,,,,,,,,,
3.816,0.00,,,,,,,,,,,,,,,,,,,
3.824,0.04,,,,,,,,,,,,,,,,,,,
3.832,0.02,,,,,,,,,,,,,,,,,,,
3.84,0.04,,,,,,,,,,,,,,,,,,,
3.848,0.03,,,,,,,,,,,,,,,,,,,
3.856,0.06,,,,,,,,,,,,,,,,,,,
3.864,0.07,,,,,,,,,,,,,,,,,,,
3.872,0.07,,,,,,,,,,,,,,,,,,,
3.88,0.09,,,,,,,,,,,,,,,,,,,
3.888,0.09,,,,,,,,,,,,,,,,,,,
3.896,0.10,,,,,,,,,,,,,,,,,,,
3.904,0.12,,,,,,,,,,,,,,,,,,,
3.912,0.10,,,,,,,,,,,,,,,,,,,
3.92,0.11,,,,,,,,,,,,,,,,,,,
3.928,0.10,,,,,,,,,,,,,,,,,,,
3.936,0.11,,,,,,,,,,,,,,,,,,,
3.944,0.11,,,,,,,,,,,,,,,,,,,
3.952,0.12,,,,,,,,,,,,,,,,,,,
3.96,0.11,,,,,,,,,,,,,,,,,,,
3.968,0.10,,,,,,,,,,,,,,,,,,,
3.976,0.11,,,,,,,,,,,,,,,,,,,
3.984,0.12,,,,,,,,,,,,,,,,,,,
3.992,0.10,,,,,,,,,,,,,,,,,,,
4,0.10,,,,,,,,,,,,,,,,,,,
4.008,0.09,,,,,,,,,,,,,,,,,,,
4.016,0.11,,,,,,,,,,,,,,,,,,,
4.024,0.08,,,,,,,,,,,,,,,,,,,
4.032,0.10,,,,,,,,,,,,,,,,,,,
4.04,0.10,,,,,,,,,,,,,,,,,,,
4.048,0.10,,,,,,,,,,,,,,,,,,,
4.056,0.10,,,,,,,,,,,,,,,,,,,
4.064,0.10,,,,,,,,,,,,,,,,,,,
4.072,0.09,,,,,,,,,,,,,,,,,,,
4.08,0.09,,,,,,,,,,,,,,,,,,,
4.088,0.09,,,,,,,,,,,,,,,,,,,
4.096,0.12,,,,,,,,,,,,,,,,,,,
4.104,0.10,,,,,,,,,,,,,,,,,,,
4.112,0.09,,,,,,,,,,,,,,,,,,,
4.12,0.08,,,,,,,,,,,,,,,,,,,
4.128,0.09,,,,,,,,,,,,,,,,,,,
4.136,0.11,,,,,,,,,,,,,,,,,,,
